"air_quality_index (aqi)","city_code (idx)","time","latitude","longitude","city_name","carbon_monoxide (co)","nitrogen_dioxide (no2)","ground_level_ozone (o3)","air_pressure (p)","coarse_particulate_matter (pm10)","fine_particulate_matter (pm2.5)","sulfur_dioxide (so2)","temperature (t)","wind_speed (w)","humidity (h)"
"29.0","7945","2019-04-05 04:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"33.0",,"1000.9","14.0","29.0",,"8.8",,
"34.0","7949","2019-04-05 04:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1000.9",,"34.0",,"9.1",,
"25.0","5724","2019-04-05 04:00:00.000","51.50735","-0.1277583","London","8.3","13.4","20.7","1000.5","11.0","25.0","0.5","9.4","5.1","56.6"
"22.0","7946","2019-04-05 04:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"13.1","21.7",,"9.0","13.0",,"9.2",,
"25.0","3194","2019-04-05 04:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","3.2","5.7","32.8",,"11.0","25.0","3.0","9.2",,
"48.0","3193","2019-04-05 04:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","9.2","20.2","14.6",,"15.0","48.0","1.3","9.2",,
"30.0","3189","2019-04-05 03:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","8.1","5.6","25.4","1000.6","11.0","30.0","1.3","9.6",,
"48.0","3193","2019-04-05 03:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","8.3","13.4","20.1","1000.4","12.0","48.0","0.5","9.4",,"56.5"
"21.0","3166","2019-04-05 03:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","8.3","2.5","20.7","1000.6","11.0","17.0","0.5","9.7",,
"27.0","3191","2019-04-05 03:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"5.4","26.5",,"7.0","16.0",,,"4.6",
"25.0","7946","2019-04-05 03:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"10.1","24.5","1000.6","9.0","13.0",,"9.6",,
"30.0","7949","2019-04-05 03:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1000.6",,"30.0",,,,
"28.0","10875","2019-04-05 03:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"10.9",,"1000.6","9.0","28.0",,"9.7",,
"30.0","7949","2019-04-05 02:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1000.5",,"30.0",,"9.4",,
"21.0","3166","2019-04-05 02:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","8.6","2.5","21.2","1000.4","11.0","15.0","0.4","9.4",,"56.5"
"32.0","7944","2019-04-05 02:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"11.0","7.2","1000.6","3.0","32.0",,,,
"36.0","3193","2019-04-05 02:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","8.6","12.4","21.2","1000.2","10.0","36.0","0.3",,,"54.3"
"30.0","3189","2019-04-05 02:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","8.6","5.6","26.6","1000.2","13.0","30.0","1.7",,,"54.3"
"25.0","5724","2019-04-05 02:00:00.000","51.50735","-0.1277583","London","8.2","12.3","21.2","1000.3","10.0","25.0","0.4",,"4.6",
"30.0","10874","2019-04-05 02:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","8.3","13.7","20.1","1000.4","12.0","30.0","0.5","9.4",,"56.5"
"25.0","3194","2019-04-05 02:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","3.2","5.7","32.8","1000.5","10.0","25.0","3.0","9.4",,"56.6"
"15.0","7945","2019-04-05 02:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"33.0",,"1000.5","9.0","15.0",,"9.4",,
"27.0","10875","2019-04-05 02:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"9.6",,"1000.4","9.0","27.0",,"9.4",,"56.5"
"28.0","10875","2019-04-05 01:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"9.8",,"1000.2","8.0","28.0",,,,"54.3"
"23.0","3194","2019-04-05 01:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","3.2","5.7","32.8","1000.3","9.0","23.0","3.0",,,
"33.0","7944","2019-04-05 01:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"12.5","7.2","1000.3","6.0","33.0",,,,
"25.0","7949","2019-04-05 01:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1000.3",,"25.0",,,,
"23.0","7946","2019-04-05 01:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"12.3","23.4","1000.3","10.0","13.0",,"9.8",,"54.7"
"25.0","8919","2019-04-05 01:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"11.1",,"1000.3","14.0","25.0",,"9.8",,"54.7"
"25.0","3191","2019-04-05 00:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"6.9","25.2",,"7.0","16.0",,"6.5","5.4",
"20.0","7946","2019-04-05 00:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"16.7","19.7","1000.3","7.0","13.0",,,,
"30.0","10874","2019-04-05 00:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","9.6","14.9","13.7","999.9","18.0","30.0","1.1","10.5",,
"30.0","7949","2019-04-05 00:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1000.2",,"30.0",,"10.5",,
"27.0","3166","2019-04-05 00:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","9.1","8.1","17.1","1000.2","16.0","27.0","0.9","10.5",,
"27.0","5724","2019-04-05 00:00:00.000","51.50735","-0.1277583","London","9.6","8.1","13.7","999.9","16.0","27.0","1.1","10.5","4.6",
"35.0","7945","2019-04-05 00:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"33.0",,"1000.3","14.0","35.0",,,,
"15.0","8919","2019-04-05 00:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"11.1",,"1000.3","15.0","25.0",,,,
"27.0","3194","2019-04-05 00:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","3.2","5.7","32.8","1000.1","10.0","27.0","3.0","10.2",,
"28.0","10875","2019-04-05 00:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"13.0",,"1000.1","8.0","28.0",,"10.1",,
"30.0","3189","2019-04-05 00:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","9.6","11.5","20.1","999.9","14.0","30.0","1.8","10.5",,
"45.0","3193","2019-04-05 00:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","9.1","19.8","17.1","1000.2","16.0","45.0","0.9","10.5",,
"29.0","7944","2019-04-05 00:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"15.0","7.2","1000.1","6.0","29.0",,"10.2",,
"31.0","3166","2019-04-04 23:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","10.0","21.6","11.1",,"18.0","31.0","1.3","7.2","1.9","87.5"
"31.0","3194","2019-04-04 23:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","3.2","5.7","32.8",,"11.0","31.0","3.0","7.2","1.9","87.5"
"31.0","5724","2019-04-04 23:00:00.000","51.50735","-0.1277583","London","10.0","21.6","11.1","992.5","18.0","31.0","1.3","8.1","2.6",
"54.0","3193","2019-04-04 23:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","9.6","25.0","13.7","999.7","18.0","54.0","1.1","10.5",,"53.5"
"38.0","7949","2019-04-04 23:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"999.9",,"38.0",,"10.5",,
"25.0","8919","2019-04-04 23:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"15.5",,"1000.1","11.0","25.0",,"10.2",,
"18.0","7946","2019-04-04 23:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"19.0","18.1","999.9","17.0","13.0",,"10.5",,
"30.0","10874","2019-04-04 23:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","10.0","19.9","11.1",,"19.0","30.0","1.3","7.2","1.9","87.5"
"34.0","7944","2019-04-04 23:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"20.5","7.2","999.9","2.0","34.0",,"10.5",,
"24.0","3191","2019-04-04 22:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"12.7","23.5","991.1","7.0","16.0",,"8.2","2.8",
"54.0","3193","2019-04-04 22:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","10.0","30.5","11.1",,"19.0","54.0","1.3","7.2","1.9","87.5"
"40.0","3166","2019-04-04 22:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","10.0","24.7","11.6","991.7","19.0","40.0","1.3","7.9","3.1",
"38.0","7949","2019-04-04 22:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,,,"38.0",,"7.2","1.9","87.5"
"17.0","8919","2019-04-04 22:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"15.5",,"999.9","15.0","17.0",,"10.5",,
"32.0","3194","2019-04-04 22:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","3.2","5.7","32.8","991.3","12.0","32.0","3.0",,,
"33.0","3189","2019-04-04 22:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","10.0","13.7","20.1","991.6","16.0","33.0","1.8",,"2.7","75.1"
"34.0","10874","2019-04-04 22:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","10.0","19.9","11.6","991.3","23.0","34.0","1.3",,,
"36.0","10875","2019-04-04 22:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"19.7",,,"11.0","36.0",,"7.2","1.9","87.5"
"38.0","3189","2019-04-04 21:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","10.0","12.6","22.1","989.2","13.0","38.0","1.8","6.3","3.7","64.1"
"58.0","3193","2019-04-04 21:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","10.0","30.4","11.6","991.6","23.0","58.0","1.3",,"2.7","75.1"
"43.0","7944","2019-04-04 21:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"23.6","7.2","994.2","4.0","43.0",,"7.7","3.5",
"39.0","10875","2019-04-04 21:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"19.4",,"990.9","12.0","39.0",,"8.1","2.8",
"42.0","5724","2019-04-04 21:00:00.000","51.50735","-0.1277583","London","10.0","21.8","11.3",,"18.0","42.0","1.4","8.3","3.2","72.3"
"28.0","3191","2019-04-04 21:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"8.4","27.7","988.7","7.0","16.0",,"6.2",,"63.4"
"42.0","3166","2019-04-04 21:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","10.0","21.8","11.3","988.7","18.0","42.0","1.4","6.2",,"63.4"
"16.0","7946","2019-04-04 21:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"21.0","15.8",,"16.0","13.0",,"7.2","1.9","87.5"
"59.0","7945","2019-04-04 21:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"33.0",,"992.5","26.0","59.0",,"8.1","2.6",
"35.0","3194","2019-04-04 21:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","3.2","5.7","32.8","988.7","12.0","35.0","3.0","6.2",,"63.4"
"42.0","7949","2019-04-04 21:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"991.8",,"42.0",,"8.1","2.7",
"50.0","10874","2019-04-04 21:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","10.0","20.7","11.3","998.1","23.0","50.0","1.4","7.2","2.2",
"21.0","8919","2019-04-04 20:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"16.5",,"998.3","17.0","21.0",,"7.7",,
"50.0","7949","2019-04-04 20:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"992.4",,"50.0",,,,"67.6"
"42.0","10875","2019-04-04 20:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"17.8",,"990.2","7.0","42.0",,"6.5","3.8","65.3"
"26.0","3194","2019-04-04 20:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","3.2","5.7","32.8","984.9","10.0","26.0","3.0","5.4","3.5","59.8"
"19.0","7946","2019-04-04 20:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"19.9","19.2","983.3","16.0","13.0",,,,
"57.0","3193","2019-04-04 20:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","10.0","29.5","11.3",,"19.0","57.0","1.4","8.3",,
"35.0","3189","2019-04-04 20:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","10.0","14.4","21.2",,"14.0","35.0","1.9","8.3",,
"48.0","7944","2019-04-04 20:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"23.8","7.2","988.7","2.0","48.0",,"6.2",,"63.4"
"28.0","3191","2019-04-04 20:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"9.1","28.1","984.9","7.0","16.0",,"5.4","3.5","59.8"
"27.0","3166","2019-04-04 20:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","10.0","25.5","11.3","984.9","15.0","27.0","1.4","5.4","3.5","59.8"
"38.0","10874","2019-04-04 20:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","10.0","21.0","11.3",,"19.0","38.0","1.4","8.3",,
"19.0","7946","2019-04-04 19:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"20.4","18.1","992.4","19.0","13.0",,,,"67.6"
"16.0","8919","2019-04-04 19:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"16.5",,,"16.0","21.0",,"7.2",,
"39.0","5724","2019-04-04 19:00:00.000","51.50735","-0.1277583","London","11.7","30.6","6.9","1002.2","14.0","39.0","3.3","8.3","7.3","81.6"
"25.0","3191","2019-04-04 19:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"17.9","24.8","985.2","7.0","16.0",,"6.1",,"62.2"
"46.0","7949","2019-04-04 19:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,,,"46.0",,"8.3","1.3","68.6"
"41.0","7945","2019-04-04 19:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"33.0",,,"21.0","41.0",,"8.3","1.3","68.6"
"30.0","10874","2019-04-04 19:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","11.7","17.4","6.9","1002.6","18.0","30.0","3.3","8.1","0.2","71.5"
"27.0","3189","2019-04-04 19:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","11.7","11.8","24.4","1002.6","11.0","27.0","1.8","8.1","0.2","71.5"
"39.0","3166","2019-04-04 19:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","11.7","30.6","6.9",,"14.0","39.0","3.3","7.7",,
"42.0","7944","2019-04-04 19:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"21.4","7.2","984.9","10.0","42.0",,"5.4","3.5","59.8"
"32.0","10875","2019-04-04 19:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"16.6",,"984.6","10.0","32.0",,"5.3","3.4","59.4"
"38.0","7944","2019-04-04 18:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"20.4","7.2",,"9.0","38.0",,"7.7","5.3","76.6"
"36.0","3189","2019-04-04 18:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","11.7","12.2","23.7","1002.1","11.0","36.0","1.8","8.3",,
"18.0","3166","2019-04-04 18:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","12.6","25.5","4.3","996.3","14.0","18.0","4.1","8.3",,"74.7"
"21.0","7946","2019-04-04 18:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"20.2","21.1","998.1","16.0","13.0",,,"0.7","83.5"
"38.0","7949","2019-04-04 18:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1002.5",,"38.0",,"7.7","1.7",
"21.0","8919","2019-04-04 18:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"19.6",,"998.5","17.0","21.0",,"7.2",,
"24.0","3191","2019-04-04 18:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"16.0","23.9","983.6","7.0","16.0",,"6.7",,"61.4"
"57.0","3193","2019-04-04 18:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","11.7","49.3","6.9",,"18.0","57.0","3.3","7.7","5.3","76.6"
"46.0","10874","2019-04-04 18:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","12.6","17.8","4.3","1002.1","18.0","46.0","4.1","8.3",,
"41.0","10875","2019-04-04 17:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"20.1",,,"10.0","41.0",,"7.7",,
"38.0","10874","2019-04-04 17:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","12.7","18.6","5.2","997.2","23.0","38.0","4.1","11.9",,"52.5"
"28.0","3191","2019-04-04 17:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"12.3","28.4","984.7","7.0","16.0",,"7.7","4.8","62.1"
"24.0","3194","2019-04-04 17:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","3.2","5.7","32.8","987.4","9.0","24.0","3.0","6.4","4.8","64.6"
"21.0","8919","2019-04-04 17:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"17.9",,"997.6","11.0","21.0",,"7.2",,"81.5"
"38.0","7945","2019-04-04 17:00:00.000","51.527706","-0.1290532","Camden - Euston Road, United Kingdom",,"33.0",,"996.2","18.0","38.0",,"8.3","7.3","74.3"
"26.0","3189","2019-04-04 17:00:00.000","51.52229","-0.125889","London Bloomsbury, United Kingdom","12.7","11.0","25.5","997.2","10.0","15.0","1.7","11.9",,"52.5"
"21.0","7946","2019-04-04 17:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"18.6","21.3","997.7","12.0","13.0",,"7.2",,"81.6"
"55.0","3193","2019-04-04 17:00:00.000","51.52253","-0.154611","London Marylebone Road, United Kingdom","12.6","48.4","4.3","997.2","18.0","55.0","4.1","11.9",,"52.5"
"25.0","7949","2019-04-04 17:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"1002.1",,"25.0",,"8.3",,
"50.0","7944","2019-04-04 17:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"24.2","7.2","996.4","9.0","50.0",,"8.2","6.6","75.2"
"22.0","5724","2019-04-04 17:00:00.000","51.50735","-0.1277583","London","12.7","24.3","5.2","996.7","7.0","22.0","4.1","12.2",,"52.7"
"22.0","3166","2019-04-04 17:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","12.7","24.3","5.2","997.2","7.0","22.0","4.1","11.9",,"52.5"
"12.0","3166","2019-04-04 16:00:00.000","51.54421","-0.175269","Camden Kerbside, United Kingdom","11.8","17.4","5.2","996.5","11.0","12.0","3.6","11.3",,
"21.0","8919","2019-04-04 16:00:00.000","51.513847","-0.07776568","City of London - Sir John Cass School, United Kingdom",,"19.1",,"997.2","11.0","21.0",,"11.9",,"52.5"
"37.0","10875","2019-04-04 16:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"18.8",,"997.2","8.0","37.0",,"11.9",,"52.5"
"24.0","3191","2019-04-04 16:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"16.9","24.0","990.5","7.0","16.0",,"8.6","6.7",
"25.0","10874","2019-04-04 16:00:00.000","51.49467","-0.131931","London Westminster, United Kingdom","11.8","16.5","5.2","996.5","23.0","25.0","3.6","11.3",,
"17.0","3194","2019-04-04 16:00:00.000","51.52105","-0.213492","London N. Kensington, United Kingdom","3.2","5.7","32.8","996.6","9.0","17.0","3.0","11.4",,"52.3"
"22.0","7946","2019-04-04 16:00:00.000","51.526455","-0.08491","Hackney - Old Street, United Kingdom",,"20.8","21.5","997.2","12.0","13.0",,"11.9",,"52.5"
"30.0","7949","2019-04-04 16:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"996.7",,"30.0",,"11.6",,"52.7"
"27.0","3191","2019-04-04 15:00:00.000","51.48879","-0.441614","London Harlington, United Kingdom",,"12.4","27.0",,"7.0","16.0",,"7.6","3.5",
"30.0","7949","2019-04-04 15:00:00.000","51.514526","-0.10451563","City of London - Farringdon Street, United Kingdom",,,,"996.4",,"30.0",,"12.2",,
"38.0","7944","2019-04-04 15:00:00.000","51.552475","-0.258089","Brent - Ikea, United Kingdom",,"24.9","7.2","996.7","15.0","38.0",,"11.6",,"52.7"
"33.0","10875","2019-04-04 15:00:00.000","51.532406","-0.21771891","Brent - ARK Franklin Primary Academy, United Kingdom",,"15.0",,"996.5","11.0","33.0",,"11.3",,
